"Company ID","Domains","Name","Description","City","State","Country","Angel List","Facebook","Instagram","LinkedIn","Twitter"
"eb5b2cae-360d-45ae-8008-01a54e7d0221","walmart.com","","","","","","","","","",""
"eb1cb71d-2ea7-48f8-ab89-11b812dd8f71","unsub-ab.mktomail.com","","","","","","","","","",""
"eadbe2db-f918-4e75-abf5-920823cbc9ff","email.kntu.ac.ir","","","","","","","","","",""
"ea79cd6b-5387-41a5-954b-7dcad1be278a","hotelhaciendamx.com","","","","","","","","","",""
"e9fb895c-5935-4ad1-809e-9e18b9d9abdb","havasmedia.com","","","","","","","","","",""
"e9d82ae8-cfb0-47a3-b015-256d3da47952","talentprotocol.com","","","","","","","","","",""
"e9afb5c6-06c5-4026-82c1-daa939b054d1","tec-check.com.mx","","","","","","","","","",""
"e8d9c71b-b7b9-4ed1-94a2-7a458e86b7db","kontempo.io","","","","","","","","","",""
"e8214312-d72d-4431-ae05-3af5d13c7509","dibex.isdi.mx","","","","","","","","","",""
"e7bbc96d-2058-4800-b1dd-80cba68ad72d","morelos.gob.mx","","","","","","","","","",""
"e7b00c4c-f522-45ff-a3cd-6b2715c70d65","pilares.cdmx.gob.mx","","","","","","","","","",""
"e79f0ef2-0bff-47ec-9859-c579f02a2f05","mail.huji.ac.il","","","","","","","","","",""
"e765a274-2647-4ea6-aba7-d3602d129765","intracen.org","","","","","","","","","",""
"e74c4d91-a597-4282-8a64-02b7efc13472","nora.ai","","","","","","","","","",""
"e71dcb98-7986-4aa2-9495-f65628925c29","mendel.com","","","","","","","","","",""
"e6ae7210-da51-4dc7-935c-7ace25a05298","luisgyg.com","","","","","","","","","",""
"e6926963-fc39-4ec2-bd9e-5db2c1840cf1","clikautofinance.com","","","","","","","","","",""
"e61e52fa-33a7-442c-b627-82c9fb1bfe5f","institute.global","","","","","","","","","",""
"e613d08a-2f23-49b5-8f3f-13c14ae15d7e","kalpa-ventures.com","","","","","","","","","",""
"e60af662-9d0b-4855-bc29-523d4d032093","monash.edu","","","","","","","","","",""
"e608f872-62de-4dcb-a19a-189771d16265","bcognizant.com","","","","","","","","","",""
"e54c08c4-c616-448d-a5e4-fc5c020d05bf","brainlup.com","","","","","","","","","",""
"e4e5eed5-8d2e-4c75-85b8-feea676f3f46","inai.org.mx","","","","","","","","","",""
"e4c63039-7341-4616-823c-4dabd5e4e0db","malkarobert.com","","","","","","","","","",""
"e4b2e87b-8da1-4864-9190-5a22058d7798","vasscompany.com","","","","","","","","","",""
"e44161ff-d7e7-4936-ad97-2e15f5e39b82","unisg.ch","","","","","","","","","",""
"e419de12-3f6a-4908-951e-113da3f9076a","marketingfuturetoday.com","","","","","","","","","",""
"e3cb1971-a008-4814-a17d-6c4437a477ad","proa.structura.com.mx","","","","","","","","","",""
"e3985e7b-eee1-4be0-a8e4-5a3c8e9b3f0d","itu.int","","","","","","","","","",""
"e379a376-e612-4b92-b055-722d8fcc1965","apple.com","","","","","","","","","",""
"e372ba61-0c0a-4fc6-a9d7-ed9926ae6093","soypaolavillarreal.com","","","","","","","","","",""
"e3681557-6439-44c7-8a5d-ece4cf9d95d4","paypal.com","","","","","","","","","",""
"e323666d-2ef1-4603-a34b-9e50949e94b7","mib.isdi.mx","","","","","","","","","",""
"e31c6a83-a6cc-4080-99b8-a208455e427a","dev3pack.xyz","","","","","","","","","",""
"e2e91029-a0a8-406e-abae-67a3df5bfc21","investottawa.ca","","","","","","","","","",""
"e2d90ac2-c9f2-4702-b3ac-b4bc66a32d5e","witness.org","","","","","","","","","",""
"e2886883-1acb-4e16-b6ed-4e0f50ab51e3","itjo.edu.ve","","","","","","","","","",""
"e26e374a-8df4-4122-bd82-da9cc9ccf4ad","undp.org","","","","","","","","","",""
"e2539374-5624-41a2-ad2f-cf8bf7d2e63a","dosha.com.mx","","","","","","","","","",""
"e1f787e0-e1ce-47f6-8f01-cebcda8672a7","datapopalliance.org","","","","","","","","","",""
"e16fb74f-fae2-4bb9-aeed-fd0b004739d1","studyacrossthepond.com","","","","","","","","","",""
"e155a78b-7f2c-47bb-b5f9-b30fd65988c0","mail.unitec.mx","","","","","","","","","",""
"e0e8d9ce-ae29-491b-beab-6f8aa32c5c0a","softex.br","","","","","","","","","",""
"dfc283f7-3d2e-4260-ae41-600e72f33c15","goriders.mx","","","","","","","","","",""
"df828cfc-8d6f-4bc3-9fa0-5b770f25cd41","dtu.dk","","","","","","","","","",""
"df7624ee-1744-4e06-97a2-78e421d4d7a2","headaimediaon.net","","","","","","","","","",""
"df5ef370-aeb1-45bc-b0dc-3cec4c765b31","cmic.org","","","","","","","","","",""
"df27af3d-76a6-4106-b70b-4fa6e69ad006","enlight.mx","","","","","","","","","",""
"df016337-60f2-4639-8f4d-723b5a1d23c4","clasesedison.com","","","","","","","","","",""
"def7748a-9c7a-4b69-8948-be089861ac90","huggingface.co","","","","","","","","","",""
"deba9f9a-2696-4979-9e87-bdc54e534ef2","inbound.mailchimp.com","","","","","","","","","",""
"de6e07f9-fe7d-4705-a5ca-faed9e3db3f3","hsireno.com","","","","","","","","","",""
"de6472d2-8b92-469f-9cb4-b2369e0f7fb1","mercadolibre.com.mx","","","","","","","","","",""
"de2e8ade-071b-4a80-9c4a-2bff5aedd223","usmp.pe","","","","","","","","","",""
"de223c29-87d3-4511-9e83-bf8eff91664b","globalshapers.paris","","","","","","","","","",""
"dd917289-e041-48b5-aca5-f28ecabcf001","publicismedia.com","","","","","","","","","",""
"dd852584-4967-4dca-a4c5-4b98d4d73057","platzi.com","","","","","","","","","",""
"dcb54aca-b660-4f5f-9a3b-b717c77495d9","coinbase.com","","","","","","","","","",""
"dc92ff1d-2606-4e01-9170-9b76f4a387aa","estudiante-ede.com","","","","","","","","","",""
"db748248-ca8d-436c-b2cd-66918f6eb4d3","bilgiedu.net","","","","","","","","","",""
"daeaee20-c195-4420-ba93-75f58f368e88","wfglobal.org","","","","","","","","","",""
"dacb3739-5614-4774-92a2-fcf645455b30","polarsalud.com","","","","","","","","","",""
"da8df354-6360-4d06-9b33-4e1a97cca484","notimedia.com","","","","","","","","","",""
"da1d0b51-4f0d-40b8-a0bf-dec5f599d153","fintual.com","","","","","","","","","",""
"d9c211df-f161-4a11-bf92-d1c070b76081","live.com.mx","","","","","","","","","",""
"d9a16206-6bc3-42ca-bbbe-a8913e630b59","cam.ac.uk","","","","","","","","","",""
"d975403b-a9b4-423c-ad40-106d7d656b0e","biva.mx","","","","","","","","","",""
"d93d7fc3-741c-4b45-9020-f623200162d2","multiplica.com","","","","","","","","","",""
"d92b074c-049e-4148-8f2e-0dcacf8efcab","condenast.com.mx","","","","","","","","","",""
"d84c4885-e548-4d00-83cc-55feca1a5a23","worky.mx","","","","","","","","","",""
"d83d05f1-f1ed-4406-8b1b-7f97af45ca10","isdi.mx","","","","","","","","","",""
"d82baa1d-d2b3-420e-93c2-0c225cc67ede","mpi-sp.org","","","","","","","","","",""
"d7911dbc-2b7f-4ef9-afd5-9f3b215fb0c9","propelland.com","","","","","","","","","",""
"d74ed439-c32b-4bda-881c-ad132cc01f91","marhnos.com.mx","","","","","","","","","",""
"d6f178b3-f5c8-4358-9e34-e90fedacc926","theopusgroup.com","","","","","","","","","",""
"d655f9d9-d3a3-4e43-9f6f-4271ab074a98","bpba.com.ar","","","","","","","","","",""
"d5868fbf-f700-4f39-b628-503e8c2bb3f6","afirme.com","","","","","","","","","",""
"d40470e8-f999-413d-b938-e0c38be481f0","queridacomadre.com","","","","","","","","","",""
"d3711d6d-5e23-4cff-b09a-b30163f151c6","tuchispa.com","","","","","","","","","",""
"d320c923-a305-482f-ac76-a04e70a12442","hct.ac.ae","","","","","","","","","",""
"d2db6091-3d50-4f59-a36f-9e642ec4563b","angelhack.com","","","","","","","","","",""
"d27c871c-c66d-42d6-a985-ae8ca4bc885b","puih.mx","","","","","","","","","",""
"d26624f1-8e4f-4146-b98c-e60546dd0631","pangeadigitalmarketing.co","","","","","","","","","",""
"d23d2bb2-d762-46e5-858c-af006304300e","monex.com.mx","","","","","","","","","",""
"d14388ac-be24-468f-ac93-0f6c0d0fc465","earth.ac.cr","","","","","","","","","",""
"d0fc2506-6c56-4621-85c5-3a3170fdcd45","netadelvc.com","","","","","","","","","",""
"d0bfe8a9-351d-48db-9cbd-4374351ad6c8","aiforpeace.org","","","","","","","","","",""
"d0b2fb44-9ed9-40a5-9a83-f33a448b9374","fuckupnights.com","","","","","","","","","",""
"d05ed75a-720a-49a6-8ce4-ba47a5fbf337","eidosglobal.org","","","","","","","","","",""
"d0462981-9151-4d79-8b0c-7ae41f58cc25","unsubscribe2.customer.io","","","","","","","","","",""
"d0443fa6-054e-4a28-bbf3-66448c178784","fundacionbeca.ne","","","","","","","","","",""
"cfef57d8-9dbc-4ea2-9b59-b57930636282","wedaolatam.com","","","","","","","","","",""
"cfedf8cc-53ed-445b-ba7f-97bb7e12c3bd","carbonof.com","","","","","","","","","",""
"cfe01854-e4f9-4baf-aad7-3f0e768384c4","ualberta.ca","","","","","","","","","",""
"cf4d69d2-a608-4213-b0d5-17fc9911055a","coppel.com","","","","","","","","","",""
"cf1806e6-b529-4d95-9924-6fe0ec7d9241","ihintelligence.org","","","","","","","","","",""
"cdd78e2c-fb53-4d41-9da4-93a8ff486a30","ca.fbl.en25.com","","","","","","","","","",""
"cd223a7d-3908-4cd6-bcf7-f9cb6fc00765","nubank.com.br","","","","","","","","","",""
"cd1ad04e-93e7-4cc8-ac90-b5f358fcfc93","adm.dtu.dk","","","","","","","","","",""
"ccffdc57-1e21-45ff-95e7-c6c3668416c7","publicisgroupe.com","","","","","","","","","",""
"ccdd1f2d-32ef-415f-b442-09ab84e5396e","cargill.com","","","","","","","","","",""
"ccd8877e-cbd6-47a8-bcce-b7e825c93dd1","dif.tech","","","","","","","","","",""
"cbeae2f2-422c-42d8-a157-b946d4df05ae","nasdaily.com","","","","","","","","","",""
"cb6f96bd-d281-4def-b076-1037287d112d","secretarioimefu.com","","","","","","","","","",""
"cb6e581b-779d-4a9f-848b-3df9e418dcce","isdi.education","","","","","","","","","",""
"cb31b03c-12a7-4e7d-89a2-756e2949eef5","esto.com.mx","","","","","","","","","",""
"caf0e9e1-f23c-41ca-915e-e0d0fbc341a9","nas.io","","","","","","","","","",""
"caa304b5-30cb-4ba1-a6bc-c3b4289be45a","amerike.edu.mx","UNIVERSIDAD AMERIKE","","","","","","","","",""
"ca83c7d4-ce04-4715-8549-171ad75ad77b","t-online.de","","","","","","","","","",""
"ca7b8232-cb33-4885-a76e-61a1b9cdc6eb","animoanimo.com","","","","","","","","","",""
"ca6523cb-bc3a-44c6-bc0a-326a883adc97","cnrs.fr","","","","","","","","","",""
"ca26297a-db58-46e3-a403-f312bc1f807a","live.nl","","","","","","","","","",""
"ca160848-9613-427e-9f64-4cbe2b27e271","dmcsystems.mx","","","","","","","","","",""
"c9bc2a69-915f-42a9-b312-3062a1e9ae9a","ashleighstreeterjones.com","","","","","","","","","",""
"c995a987-8c4b-4dba-89df-e3859f7ebf02","ecom.isdi.mx","","","","","","","","","",""
"c962cf6b-e3e4-47d5-aac0-4528a437682a","simalco.com","","","","","","","","","",""
"c91944ee-4db1-465b-9e68-aec35b3b9bc6","aura-mx.com","","","","","","","","","",""
"c8b180ab-f1d2-4219-ad0b-028e50f58cac","abaroli.org","","","","","","","","","",""
"c89bac02-4a17-4d4d-83b3-6ea4778b1794","car-e-mobility.com","","","","","","","","","",""
"c7df7cc4-2fe4-47dc-ab44-4a58ed8e5ef4","lancaster.ac.uk","","","","","","","","","",""
"c76ca498-85df-4be8-917f-32fc427f3d19","allvp.vc","","","","","","","","","",""
"c706cb60-ad5b-441a-82d9-6466c9d43799","ag-contadores.com","","","","","","","","","",""
"c6fe0a68-dbbe-436f-b9d4-c9dc4c6e29ad","epicqueen.org","","","","","","","","","",""
"c6ed4551-2f60-4e64-b1c1-4622881aefcd","docusign.com","","","","","","","","","",""
"c6d2411c-0d82-496f-b70c-b6ce0c2af411","upemor.edu.mx","","","","","","","","","",""
"c62c0b68-2a64-417f-822c-f0f4172c8dd7","blackbot.rocks","","","","","","","","","",""
"c6290638-9a6c-4a85-a10d-cbc6de1721d0","jcdecaux.com","","","","","","","","","",""
"c5e35e26-1985-40f4-8e14-babf975c8283","buehub.com.ar","","","","","","","","","",""
"c56e3061-2818-4279-add6-0eaf45e2c315","liaisonscorporation.com","","","","","","","","","",""
"c51e73ac-8e69-4be0-ad3c-0a3ea121e958","entropia.ai","","","","","","","","","",""
"c504cbf5-ff48-4ebe-898c-1da06140a35e","mindshareworld.com","","","","","","","","","",""
"c48983bc-f672-4baf-9d75-63404df99cb1","inspiredselection.com","","","","","","","","","",""
"c41ef77c-0caa-496e-a80c-21609b9ba536","ngc.com.co","","","","","","","","","",""
"c3c73886-18f0-4cee-93e6-25933c77ab20","ibero.mx","","","","","","","","","",""
"c3649215-5c59-4e6f-8dec-092edcf5e0d7","ticketmaster.com.mx","","","","","","","","","",""
"c358e1ac-d0f4-473e-98c9-9bbc0be520b5","anahuac.mx","","","","","","","","","",""
"c24707bf-0bbd-49c7-9ef2-2952a5fcff71","eon-institute.com","","","","","","","","","",""
"c21da208-b1ec-4089-b3f8-d907608fe186","somosradar.com","","","","","","","","","",""
"c1e53164-cc93-48a3-bd28-b30e6f88fede","proacomunicacion.mx","","","","","","","","","",""
"c1796567-cfa6-44c6-b905-36012663f4a7","gammacampeche.com","","","","","","","","","",""
"c0bf8eca-fb25-4238-aff7-35297459e1ac","havas.com","","","","","","","","","",""
"c0bac321-88e6-40d3-b041-ec5bb9e30f34","g.clemson.edu","","","","","","","","","",""
"c08c8d4c-118d-4ce7-a85d-394352ee13d4","pitchjams.com","","","","","","","","","",""
"bfc5395a-268d-4fca-9c8b-c5c19455691b","publicisresources.com","","","","","","","","","",""
"bf9b4109-37ce-4e16-8f7c-fe7ec7630d87","centromexico.digital","","","","","","","","","",""
"bf2241a0-1463-4de5-9bf6-06f5d80dcf21","acadium.com","","","","","","","","","",""
"bef61887-02f2-407c-b12f-4a4cf742d606","magnet-labs.com","","","","","","","","","",""
"bed8fb86-f3b6-4119-816e-80d134e4fe6d","meta.com","","","","","","","","","",""
"becf4e8b-d1f1-4c33-9d0f-d10c9f78e7a3","dw.com","","","","","","","","","",""
"be9b18a4-fdec-4d27-9f27-e4b26105b51b","linkedin.com","","","","","","","","","",""
"bdcaddb4-4a16-43ba-becb-b2a97118fe95","elsoldetampico.com.mx","","","","","","","","","",""
"bd1b2db3-2750-4d95-8081-c64cce8d91b3","fireflies.ai","","","","","","","","","",""
"bc00c381-47ca-4583-a581-544097946f86","ciencias.unam.mx","","","","","","","","","",""
"bb359007-d81b-4b1f-a5b1-2e9e4c85c5b5","conecta.com.bo","","","","","","","","","",""
"bb1ead95-3022-484b-84e2-6081af9de528","laikamascotas.cl","","","","","","","","","",""
"ba541b0c-7667-42e9-ba84-a5544d4d950f","kntu.ac.ir","","","","","","","","","",""
"ba1d0555-af14-46c4-a732-3bb7a19a1567","speakhers.co","","","","","","","","","",""
"b9a861bf-5aad-4e6b-8167-611fdafac793","glaad.org","","","","","","","","","",""
"b916e68d-92fd-41d9-a5dd-ed3b06c918e7","vanderbilt.edu","","","","","","","","","",""
"b85ab36e-d01c-4d06-88fd-907c1227fb14","bluemessaging.com","","","","","","","","","",""
"b858f182-ab72-4cd4-b86e-5bee65764c24","toratamining.com","","","","","","","","","",""
"b81df182-20ab-4320-b301-fa623459e714","ifit-transitions.org","","","","","","","","","",""
"b715ed84-e835-4900-befd-a28af19dd597","333corporate.com","","","","","","","","","",""
"b6ab3681-9aab-46a6-82c7-d9028d378992","politicas.unam.mx","","","","","","","","","",""
"b699092f-8113-44f6-9a16-55242991bf4c","aithenewsexy.com","","","","","","","","","",""
"b69004cd-b02f-41db-9104-55a0267e57b8","animalpolitico.com","","","","","","","","","",""
"b567b2d6-90d1-4139-963c-26a933faf114","headaisendmax.org","","","","","","","","","",""
"b5586c6d-d01d-4f8a-a2dd-e2a71590b7d9","telefonica.com","","","","","","","","","",""
"b522b9d7-733e-462c-af70-7ff8fed539dc","visa.com","","","","","","","","","",""
"b48ef378-bb30-46bc-8305-23e7f8f7bd55","datagenero.org","","","","","","","","","",""
"b4573c36-9157-4c50-8e12-1bb35340bf57","nfashiont.io","","","","","","","","","",""
"b33d56f2-06e5-4211-8afb-8e323ea88b8e","oem.com.mx","","","","","","","","","",""
"b264a567-ad31-46bf-bbbe-006902e40cb8","caidp.org","","","","","","","","","",""
"b14f1170-4cb0-4d45-a27e-a551b5a100d0","kemeny.cl","","","","","","","","","",""
"b13811e0-8765-443f-bd5f-d065ed8754b6","alumni.ku.dk","","","","","","","","","",""
"b12e5581-de79-407f-8a40-2e66eba83e5b","hks.harvard.edu","","","","","","","","","",""
"b0cd61f4-92c8-4e1e-9aea-974f66fe322d","withkhora.com","","","","","","","","","",""
"b0979893-126a-4e05-b6c2-06a33162e6d4","mailsap.com","","","","","","","","","",""
"b0852bb3-1f04-4096-b0ac-e521a6c646a0","eaglobalx.org","","","","","","","","","",""
"b07d8325-b3b9-4d64-88dd-6e52dda29119","retailymas.mx","","","","","","","","","",""
"afbe0017-ae3b-4dc3-90d9-db9ba54ea4e5","rulmanzana.com","","","","","","","","","",""
"aee84329-655d-4cc3-950b-cc2121a2e94e","aithenewsexy.onmicrosoft.com","","","","","","","","","",""
"aedb1949-08bb-41b5-87c0-70bec0d382ee","foodology.com.co","","","","","","","","","",""
"ae4f906e-0c24-493d-8ce3-2f5408c30e23","mwgroup.com.mx","","","","","","","","","",""
"adeabffb-e16e-4ba1-a07c-59f5c175fa20","elpocas.com","","","","","","","","","",""
"add8b5f5-4659-4432-a418-116f972c1b8b","mmaglobal.com","","","","","","","","","",""
"adb1f79f-bb6b-4d1d-97c2-22ab41401f35","lewagon.org","","","","","","","","","",""
"ada87a87-e468-46c3-9458-6fdccce28bc7","emergentline.com","","","","","","","","","",""
"ad977546-5ae2-4e07-a6cd-77891a9ed8e2","nowad.com.mx","","","","","","","","","",""
"ad7168d0-59bc-44da-b0e9-e375bfe2966a","ilab.net","","","","","","","","","",""
"ab5f9255-3ca1-4948-b683-37789dd8666c","zoom.us","","","","","","","","","",""
"ab2d3c93-2d36-4545-b54a-d6304c890657","dominatingkeywords.com","","","","","","","","","",""
"ab2272da-1baa-40fe-a1c1-b4594b2ed0d0","udel.edu","","","","","","","","","",""
"aae78774-531a-4e64-b507-99a908d83b50","unpackai.com","","","","","","","","","",""
"aa2e94bb-bde2-4a73-85a2-99f9f9c963c0","uottawa.ca","","","","","","","","","",""
"a98a154b-4dbd-44b0-83f8-74e9143fd9db","soulnetnet.com","","","","","","","","","",""
"a94542b2-95f1-49cd-92c9-9d7e684c31f6","allenamenti.com.mx","","","","","","","","","",""
"a93da8be-f17c-47bb-ad8b-9632b9f595b4","bloomberg.net","","","","","","","","","",""
"a8577e88-31eb-40a7-8ce6-939ac3d334ac","3angle.mx","","","","","","","","","",""
"a7e41f32-0b79-44e7-8863-440c415b03bf","uvp.mx","","","","","","","","","",""
"a7d491d6-70d5-4ec7-9846-c6ad1960fd9b","dgap.org","","","","","","","","","",""
"a700801e-1f35-422e-b12e-f4d08addc14f","cclagroup.com","","","","","","","","","",""
"a6d5b8cb-2c09-42ba-9307-e47590a3b21e","shegetsshitdone.com","","","","","","","","","",""
"a6099a7a-fbc6-40b8-83c3-73decaed7711","uoc.edu","","","","","","","","","",""
"a5e810eb-4fef-47ee-b164-cdd2ed0fb493","stanford.edu","","","","","","","","","",""
"a5d67efa-bfbf-43f3-8a99-c25433abc0d8","citibanamex.com","","","","","","","","","",""
"a4c9f3b9-4d0c-49a7-92e4-8ad6dbdc0e67","meximalist.com","","","","","","","","","",""
"a4b7719c-b043-46c4-a355-254a9a1bf11a","mck.agency","","","","","","","","","",""
"a48f3cff-eb9c-4a49-b36c-c6db66673b62","thebestc.com","","","","","","","","","",""
"a488c6ce-dfc5-4951-8a99-25148b5decce","fireblazeaischool.in","","","","","","","","","",""
"a4392f3a-46c0-4db7-9476-7e0bc08b1732","zendesk.com","","","","","","","","","",""
"a437bdea-c179-4f10-b67a-a4bcbfe94f12","sussex.ac.uk","","","","","","","","","",""
"a34cd0af-514b-4102-a278-f3360ec534f8","edgehub.edu.mx","","","","","","","","","",""
"a32d2071-dfeb-4bb7-a08b-98c50f3fc520","fongit.ch","","","","","","","","","",""
"a2480365-2f01-4f59-a79e-38936d636616","wavynode.com","","","","","","","","","",""
"a1df2ecf-4470-41ab-81bd-91dcc38e8824","hospitalgalenia.com","","","","","","","","","",""
"a0fd0d41-41c1-406c-93f9-f922de32a223","themindfulaimanifesto.org","","","","","","","","","",""
"a097c305-5988-439b-8e16-ebc9e30c8da2","unsubscribe.emailinboundprocessing.eu","","","","","","","","","",""
"9feade8b-021c-402c-b689-f178df9aff35","plaud.ai","","","","","","","","","",""
"9f41390a-a59a-41fd-80f1-d7ead6885e61","cowater.com","","","","","","","","","",""
"9f0aaeda-826f-49e6-82f0-d290dd56ac9e","latinoseguros.com.mx","","","","","","","","","",""
"9eecea48-2874-4d1e-88e2-f5b71d41c518","coca-cola.com","","","","","","","","","",""
"9e7a8877-980b-46ff-801c-22350ba030ab","mercadolibre.com","","","","","","","","","",""
"9e1ca1e8-9e3c-44b5-a195-d2353cc41218","elsoldesinaloa.com.mx","","","","","","","","","",""
"9d9a11c0-dc83-44a7-85fa-245c1b93feb0","innovationsolutions.eu","","","","","","","","","",""
"9d849fbb-c651-4bcc-8d47-256bace859a1","intercom.com","","","","","","","","","",""
"9d7ccd61-c635-4593-8019-f48d4928389e","theodora.ai","","","","","","","","","",""
"9d389b88-ffce-40b0-aa41-e0e058612775","harvard.edu","","","","","","","","","",""
"9cdf7986-ca69-4fb1-84a9-93535d23b84e","expediagroup.com","","","","","","","","","",""
"9cdf50d3-142e-4e51-ae61-cc108c83a5e8","gpbebidas.mx","","","","","","","","","",""
"9cd0a82a-2785-4902-8f52-a78aba5b6074","cbsnews.com","","","","","","","","","",""
"9cc40be0-a0ed-4e67-ab2f-40be7aa00110","georgetown.edu","","","","","","","","","",""
"9c8d9ef6-7cff-4888-a012-79f274e8df6f","canaldevelasco.com","","","","","","","","","",""
"9c880e40-e976-4334-8257-2512b4688df1","ingridmedina.com","","","","","","","","","",""
"9c5dc8bc-8988-43f4-a233-04499fce627e","justo.mx","","","","","","","","","",""
"9af5b0c5-2e4f-4c41-8b9c-17f61613ce6e","lu.ma","","","","","","","","","",""
